p,J_0,J_1,J_2,J_3,J_4,J_5
0.7525000000000001,5.005598316974702,5.07745866238468,5.201888123802542,5.426441466140301,5.872377706866324,6.187499999999998
0.755,4.986347215273851,5.057449047382959,5.180746427165443,5.402842126261205,5.844378950523949,6.125
0.7575000000000001,4.965190232001083,5.03562775261805,5.157640490694926,5.377420071735046,5.81175909450482,6.062499999999998
0.76,4.945539519480377,5.015200895413915,5.135832995016556,5.353349858414759,5.783174099532966,6.0
0.7625000000000001,4.925038442747391,4.99407990584819,5.113429606848329,5.328405097465242,5.753703856650188,5.937499999999998
0.765,4.904106020317148,4.972284308761328,5.0904272643872615,5.30288559662709,5.723837508128256,5.875
0.7675000000000001,4.881867150806922,4.949352917481978,5.065942268745124,5.276032897924478,5.689753523451282,5.812499999999998
0.77,4.86065766684395,4.927368078613775,5.042786778052198,5.250435259416602,5.659385560437248,5.75
0.7725,4.839092506818158,4.905062274378903,5.019101854866701,5.224176997273792,5.628680192144537,5.687500000000001
0.775,4.816156139006495,4.881313328317552,4.994127964458511,5.196584743012082,5.594433992897081,5.624999999999999
0.7775,4.793499676291319,4.857810362442827,4.9690319966401635,5.168939566946861,5.56126363149486,5.562500000000001
0.78,4.770776707529198,4.834441184961672,4.9443081684364,5.141604082525229,5.499999999999999,5.499999999999999
0.7825,4.747457345210531,4.810214904528217,4.91879889850458,5.113442441586024,5.437500000000001,5.437500000000001
0.785,4.723211592529131,4.785106337611709,4.892070009894217,5.084018982007501,5.374999999999999,5.374999999999999
0.7875,4.699743272221376,4.7609832952188285,4.866576399519241,5.055911413432084,5.312500000000001,5.312500000000001
0.79,4.674654514939004,4.734960952071211,4.839226426572063,5.02572533066303,5.249999999999999,5.249999999999999
0.7925,4.650401579451339,4.709862000497991,4.812519397218829,4.996355675269788,5.1875,5.1875
0.795,4.626380088618908,4.685070335081103,4.786276775936532,4.967458357536644,5.124999999999999,5.124999999999999
0.7975,4.599560837952751,4.657368630311767,4.756907122957086,4.935197794091793,5.0625,5.0625
0.8,4.574625940003389,4.631626815521306,4.729989091067942,4.905377777532701,4.999999999999999,4.999999999999999
0.8025,4.547245825694613,4.603300252019128,4.70007567773572,4.8726468218964385,4.9375,4.9375
0.805,4.521556702240378,4.576772815470092,4.671954629626606,4.841814211657998,4.874999999999999,4.874999999999999
0.8075,4.494945428871771,4.549223566769844,4.642872149384422,4.80973035148854,4.8125,4.8125
0.81,4.467064356493161,4.520462563466707,4.612454111451905,4.749999999999998,4.749999999999998,4.749999999999998
0.8125,4.439717141682893,4.492191220463338,4.5826668139920965,4.6875,4.6875,4.6875
0.8150000000000001,4.410955787938111,4.462547143783823,4.551372189019801,4.624999999999998,4.624999999999998,4.624999999999998
0.8175,4.382903173741166,4.433572418186459,4.52087200704637,4.5625,4.5625,4.5625
0.8200000000000001,4.35357453193626,4.40336690923074,4.489021953683732,4.499999999999998,4.499999999999998,4.499999999999998
0.8225,4.324394198708706,4.373263332106128,4.4375,4.4375,4.4375,4.4375
0.8250000000000001,4.294705064910576,4.342712165083051,4.374999999999998,4.374999999999998,4.374999999999998,4.374999999999998
0.8275,4.263849758438592,4.310909894627102,4.3125,4.3125,4.3125,4.3125
0.8300000000000001,4.234020598203244,4.249999999999998,4.249999999999998,4.249999999999998,4.249999999999998,4.249999999999998
0.8325,4.1875,4.1875,4.1875,4.1875,4.1875,4.1875
0.835,4.125000000000001,4.125000000000001,4.125000000000001,4.125000000000001,4.125000000000001,4.125000000000001
0.8375,4.062499999999999,4.062499999999999,4.062499999999999,4.062499999999999,4.062499999999999,4.062499999999999
0.84,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001
0.8425,3.937499999999999,3.937499999999999,3.937499999999999,3.937499999999999,3.937499999999999,3.937499999999999
0.845,3.875000000000001,3.875000000000001,3.875000000000001,3.875000000000001,3.875000000000001,3.875000000000001
0.8475,3.812499999999999,3.812499999999999,3.812499999999999,3.812499999999999,3.812499999999999,3.812499999999999
0.85,3.7500000000000004,3.7500000000000004,3.7500000000000004,3.7500000000000004,3.7500000000000004,3.7500000000000004
0.8525,3.687499999999999,3.687499999999999,3.687499999999999,3.687499999999999,3.687499999999999,3.687499999999999
0.855,3.6250000000000004,3.6250000000000004,3.6250000000000004,3.6250000000000004,3.6250000000000004,3.6250000000000004
0.8575,3.562499999999999,3.562499999999999,3.562499999999999,3.562499999999999,3.562499999999999,3.562499999999999
0.86,3.5000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004
0.8625,3.437499999999999,3.437499999999999,3.437499999999999,3.437499999999999,3.437499999999999,3.437499999999999
0.865,3.375,3.375,3.375,3.375,3.375,3.375
0.8675,3.3124999999999987,3.3124999999999987,3.3124999999999987,3.3124999999999987,3.3124999999999987,3.3124999999999987
0.87,3.25,3.25,3.25,3.25,3.25,3.25
0.8725,3.1874999999999987,3.1874999999999987,3.1874999999999987,3.1874999999999987,3.1874999999999987,3.1874999999999987
0.875,3.125,3.125,3.125,3.125,3.125,3.125
0.8775000000000001,3.0624999999999987,3.0624999999999987,3.0624999999999987,3.0624999999999987,3.0624999999999987,3.0624999999999987
0.88,3.0,3.0,3.0,3.0,3.0,3.0
0.8825000000000001,2.9374999999999982,2.9374999999999982,2.9374999999999982,2.9374999999999982,2.9374999999999982,2.9374999999999982
0.885,2.875,2.875,2.875,2.875,2.875,2.875
0.8875000000000001,2.8124999999999982,2.8124999999999982,2.8124999999999982,2.8124999999999982,2.8124999999999982,2.8124999999999982
0.89,2.7499999999999996,2.7499999999999996,2.7499999999999996,2.7499999999999996,2.7499999999999996,2.7499999999999996
0.8925000000000001,2.6874999999999982,2.6874999999999982,2.6874999999999982,2.6874999999999982,2.6874999999999982,2.6874999999999982
0.895,2.6249999999999996,2.6249999999999996,2.6249999999999996,2.6249999999999996,2.6249999999999996,2.6249999999999996
0.8975,2.562500000000001,2.562500000000001,2.562500000000001,2.562500000000001,2.562500000000001,2.562500000000001
0.9,2.4999999999999996,2.4999999999999996,2.4999999999999996,2.4999999999999996,2.4999999999999996,2.4999999999999996
0.9025,2.437500000000001,2.437500000000001,2.437500000000001,2.437500000000001,2.437500000000001,2.437500000000001
0.905,2.374999999999999,2.374999999999999,2.374999999999999,2.374999999999999,2.374999999999999,2.374999999999999
0.9075,2.312500000000001,2.312500000000001,2.312500000000001,2.312500000000001,2.312500000000001,2.312500000000001
0.91,2.249999999999999,2.249999999999999,2.249999999999999,2.249999999999999,2.249999999999999,2.249999999999999
0.9125,2.1875000000000004,2.1875000000000004,2.1875000000000004,2.1875000000000004,2.1875000000000004,2.1875000000000004
0.915,2.124999999999999,2.124999999999999,2.124999999999999,2.124999999999999,2.124999999999999,2.124999999999999
0.9175,2.0625000000000004,2.0625000000000004,2.0625000000000004,2.0625000000000004,2.0625000000000004,2.0625000000000004
0.92,1.9999999999999991,1.9999999999999991,1.9999999999999991,1.9999999999999991,1.9999999999999991,1.9999999999999991
0.9225,1.9375000000000004,1.9375000000000004,1.9375000000000004,1.9375000000000004,1.9375000000000004,1.9375000000000004
0.925,1.874999999999999,1.874999999999999,1.874999999999999,1.874999999999999,1.874999999999999,1.874999999999999
0.9275,1.8125000000000002,1.8125000000000002,1.8125000000000002,1.8125000000000002,1.8125000000000002,1.8125000000000002
0.93,1.7499999999999987,1.7499999999999987,1.7499999999999987,1.7499999999999987,1.7499999999999987,1.7499999999999987
0.9325,1.6875,1.6875,1.6875,1.6875,1.6875,1.6875
0.935,1.6249999999999987,1.6249999999999987,1.6249999999999987,1.6249999999999987,1.6249999999999987,1.6249999999999987
0.9375,1.5625,1.5625,1.5625,1.5625,1.5625,1.5625
0.9400000000000001,1.4999999999999987,1.4999999999999987,1.4999999999999987,1.4999999999999987,1.4999999999999987,1.4999999999999987
0.9425,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375
0.9450000000000001,1.3749999999999984,1.3749999999999984,1.3749999999999984,1.3749999999999984,1.3749999999999984,1.3749999999999984
0.9475,1.3124999999999998,1.3124999999999998,1.3124999999999998,1.3124999999999998,1.3124999999999998,1.3124999999999998
0.9500000000000001,1.2499999999999982,1.2499999999999982,1.2499999999999982,1.2499999999999982,1.2499999999999982,1.2499999999999982
0.9525,1.1874999999999996,1.1874999999999996,1.1874999999999996,1.1874999999999996,1.1874999999999996,1.1874999999999996
0.9550000000000001,1.1249999999999982,1.1249999999999982,1.1249999999999982,1.1249999999999982,1.1249999999999982,1.1249999999999982
0.9575,1.0624999999999996,1.0624999999999996,1.0624999999999996,1.0624999999999996,1.0624999999999996,1.0624999999999996
0.96,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009
0.9625,0.9374999999999994,0.9374999999999994,0.9374999999999994,0.9374999999999994,0.9374999999999994,0.9374999999999994
0.965,0.8750000000000008,0.8750000000000008,0.8750000000000008,0.8750000000000008,0.8750000000000008,0.8750000000000008
0.9675,0.8124999999999993,0.8124999999999993,0.8124999999999993,0.8124999999999993,0.8124999999999993,0.8124999999999993
0.97,0.7500000000000007,0.7500000000000007,0.7500000000000007,0.7500000000000007,0.7500000000000007,0.7500000000000007
0.9725,0.6874999999999992,0.6874999999999992,0.6874999999999992,0.6874999999999992,0.6874999999999992,0.6874999999999992
0.975,0.6250000000000006,0.6250000000000006,0.6250000000000006,0.6250000000000006,0.6250000000000006,0.6250000000000006
0.9775,0.5624999999999991,0.5624999999999991,0.5624999999999991,0.5624999999999991,0.5624999999999991,0.5624999999999991
0.98,0.5000000000000004,0.5000000000000004,0.5000000000000004,0.5000000000000004,0.5000000000000004,0.5000000000000004
0.9825,0.437499999999999,0.437499999999999,0.437499999999999,0.437499999999999,0.437499999999999,0.437499999999999
0.985,0.37500000000000033,0.37500000000000033,0.37500000000000033,0.37500000000000033,0.37500000000000033,0.37500000000000033
0.9875,0.3124999999999989,0.3124999999999989,0.3124999999999989,0.3124999999999989,0.3124999999999989,0.3124999999999989
0.99,0.2500000000000002,0.2500000000000002,0.2500000000000002,0.2500000000000002,0.2500000000000002,0.2500000000000002
0.9925,0.18749999999999878,0.18749999999999878,0.18749999999999878,0.18749999999999878,0.18749999999999878,0.18749999999999878
0.995,0.1250000000000001,0.1250000000000001,0.1250000000000001,0.1250000000000001,0.1250000000000001,0.1250000000000001
0.9975,0.06249999999999867,0.06249999999999867,0.06249999999999867,0.06249999999999867,0.06249999999999867,0.06249999999999867
1.0,0.0,0.0,0.0,0.0,0.0,0.0
